"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"modifications"	"charge"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"QC9"	"p9t4"	"p9t3"	"p9t6"	"p9t5"	"p9t2"	"p1t2"	"K22"	"K21"	"K20"	"K25"	"K24"	"K23"	"p6t5"	"Blank2"	"p6t4"	"Blank3"	"p6t3"	"p6t2"	"Blank1"	"p7t3"	"p6t1"	"p7t4"	"p7t2"	"p7t5"	"p7t6"	"p6t7"	"p6t6"	"QC24"	"QC25"	"QC26"	"QC20"	"p8t6"	"QC21"	"p8t7"	"QC22"	"p8t4"	"QC23"	"p8t5"	"p8t2"	"p8t3"	"K1"	"K2"	"K9"	"p4t3"	"p4t2"	"K7"	"K8"	"p4t6"	"K3"	"p4t5"	"K4"	"p4t4"	"QC11"	"Blank4"	"p2t4"	"QC12"	"p2t5"	"p2t2"	"p3t6"	"QC10"	"p2t3"	"p3t5"	"QC15"	"p3t4"	"QC16"	"p3t3"	"QC13"	"p2t6"	"p3t2"	"QC14"	"p2t7"	"QC19"	"p5t3"	"p5t4"	"QC17"	"p5t5"	"QC18"	"p5t6"	"p5t2"	"K16"	"K17"	"K18"	"K19"	"p1t7"	"p1t6"	"p1t5"	"p1t4"	"p1t3"	"K13"	"K12"	"K15"	"K14"	"K11"	"K10"
"CHEBI:28053"	"C12H22O11"	"OC[C@H]1O[C@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O"	"InChI=1S/C12H22O11/c13-1-3-5(14)8(17)10(19)12(23-3)21-2-4-6(15)7(16)9(18)11(20)22-4/h3-20H,1-2H2/t3-,4-,5+,6-,7+,8+,9-,10-,11?,12+/m1/s1"	"Melibiose"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"1794843.915"	"2108470.797"	"899138.255"	"1272496.468"	"1750821.99"	"565608.6497"	"911474.7825"	"259807.8865"	"321748.503"	"333167.8765"	"353779.943"	"849921.692"	"634688.935"	"2002147.427"	"77057.896"	"1492916.767"	"71772.0475"	"1243023.551"	"423759.5095"	"46501.5505"	"1212687.563"	"231217.714"	"1195061.913"	"769471.9342"	"1411438.82"	"856953.288"	"2714815.048"	"1199444.22"	"1204409.017"	"985207.961"	"954062.238"	"960298.1985"	"1342496.612"	"1172360.545"	"3841680.126"	"1042834.463"	"1524385.517"	"1045804.35"	"216590.8615"	"384752.9445"	"1906214.396"	"617273.583"	"1306097.121"	"1111655.248"	"1310263.839"	"514049.785"	"561531.125"	"942558.584"	"550269.852"	"264363.061"	"1074557.831"	"403324.884"	"1532999.591"	"1672087.1"	"68040.633"	"1347782.999"	"1490782.764"	"711442.272"	"529251.326"	"968994.3675"	"1873757.501"	"928713.2"	"553307.272"	"1388630.59"	"391735.042"	"1365974.469"	"459209.545"	"1507053.247"	"901230.643"	"656176.074"	"1389017.223"	"1253792.146"	"1391955.746"	"913508.02"	"746568.187"	"1327597.723"	"797810.159"	"1268962.495"	"940357.2605"	"503847.43"	"334481.412"	"208662.43"	"1156456.375"	"1103780.003"	"1005676.142"	"999791.2575"	"726576.429"	"1325426.161"	"662650.249"	"1321814.785"	"590235.552"	"234726.5745"	"596386.398"	"1034714.947"	"619939.5395"
"CHEBI:17992"	"C12H22O11"	"OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O"	"InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2/t4-,5-,6-,7-,8+,9-,10+,11-,12+/m1/s1"	"Sucrose"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"1794843.915"	"2108470.797"	"899138.255"	"1272496.468"	"1750821.99"	"565608.6497"	"911474.7825"	"259807.8865"	"321748.503"	"333167.8765"	"353779.943"	"849921.692"	"634688.935"	"2002147.427"	"77057.896"	"1492916.767"	"71772.0475"	"1243023.551"	"423759.5095"	"46501.5505"	"1212687.563"	"231217.714"	"1195061.913"	"769471.9342"	"1411438.82"	"856953.288"	"2714815.048"	"1199444.22"	"1204409.017"	"985207.961"	"954062.238"	"960298.1985"	"1342496.612"	"1172360.545"	"3841680.126"	"1042834.463"	"1524385.517"	"1045804.35"	"216590.8615"	"384752.9445"	"1906214.396"	"617273.583"	"1306097.121"	"1111655.248"	"1310263.839"	"514049.785"	"561531.125"	"942558.584"	"550269.852"	"264363.061"	"1074557.831"	"403324.884"	"1532999.591"	"1672087.1"	"68040.633"	"1347782.999"	"1490782.764"	"711442.272"	"529251.326"	"968994.3675"	"1873757.501"	"928713.2"	"553307.272"	"1388630.59"	"391735.042"	"1365974.469"	"459209.545"	"1507053.247"	"901230.643"	"656176.074"	"1389017.223"	"1253792.146"	"1391955.746"	"913508.02"	"746568.187"	"1327597.723"	"797810.159"	"1268962.495"	"940357.2605"	"503847.43"	"334481.412"	"208662.43"	"1156456.375"	"1103780.003"	"1005676.142"	"999791.2575"	"726576.429"	"1325426.161"	"662650.249"	"1321814.785"	"590235.552"	"234726.5745"	"596386.398"	"1034714.947"	"619939.5395"
"CHEBI:17306"	"C12H22O11"	"OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O"	"InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"	"Maltose"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"1794843.915"	"2108470.797"	"899138.255"	"1272496.468"	"1750821.99"	"565608.6497"	"911474.7825"	"259807.8865"	"321748.503"	"333167.8765"	"353779.943"	"849921.692"	"634688.935"	"2002147.427"	"77057.896"	"1492916.767"	"71772.0475"	"1243023.551"	"423759.5095"	"46501.5505"	"1212687.563"	"231217.714"	"1195061.913"	"769471.9342"	"1411438.82"	"856953.288"	"2714815.048"	"1199444.22"	"1204409.017"	"985207.961"	"954062.238"	"960298.1985"	"1342496.612"	"1172360.545"	"3841680.126"	"1042834.463"	"1524385.517"	"1045804.35"	"216590.8615"	"384752.9445"	"1906214.396"	"617273.583"	"1306097.121"	"1111655.248"	"1310263.839"	"514049.785"	"561531.125"	"942558.584"	"550269.852"	"264363.061"	"1074557.831"	"403324.884"	"1532999.591"	"1672087.1"	"68040.633"	"1347782.999"	"1490782.764"	"711442.272"	"529251.326"	"968994.3675"	"1873757.501"	"928713.2"	"553307.272"	"1388630.59"	"391735.042"	"1365974.469"	"459209.545"	"1507053.247"	"901230.643"	"656176.074"	"1389017.223"	"1253792.146"	"1391955.746"	"913508.02"	"746568.187"	"1327597.723"	"797810.159"	"1268962.495"	"940357.2605"	"503847.43"	"334481.412"	"208662.43"	"1156456.375"	"1103780.003"	"1005676.142"	"999791.2575"	"726576.429"	"1325426.161"	"662650.249"	"1321814.785"	"590235.552"	"234726.5745"	"596386.398"	"1034714.947"	"619939.5395"
"CHEBI:17012"	"C11H19NO9"	"[H][C@]1(OC(O)(C[C@H](O)[C@H]1NC(C)=O)C(O)=O)[C@H](O)[C@H](O)CO"	"InChI=1S/C11H19NO9/c1-4(14)12-7-5(15)2-11(20,10(18)19)21-9(7)8(17)6(16)3-13/h5-9,13,15-17,20H,2-3H2,1H3,(H,12,14)(H,18,19)/t5-,6+,7+,8+,9+,11?/m0/s1"	"N-Acetylneuraminate"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"138375.069"	"73664.93904"	"45789.89771"	"81143.836"	"96754.2265"	"106713.0185"	"135165.376"	"58039.42958"	"60575.71017"	"33342.71898"	"59625.022"	"29559.15106"	"34282.42975"	"64188.924"	"1785.497741"	"83713.8955"	"799.791"	"77083.2415"	"60119.7565"	"783.8455"	"134106.9648"	"28068.21312"	"57385.117"	"133267.7875"	"79865.0235"	"64067.15719"	"61055.85234"	"43147.411"	"92939.45269"	"67206.71175"	"79355.38661"	"84011.6525"	"69447.0055"	"106918.0563"	"60842.02616"	"98318.3109"	"78942.97965"	"95021.757"	"9320.575181"	"120594.954"	"130167.841"	"47969.68448"	"58067.128"	"43250.4795"	"98767.5015"	"124641.145"	"70106.844"	"61326.0435"	"21373.80455"	"55819.9525"	"52811.9785"	"40863.1"	"81421.5665"	"124493.608"	"676.8465"	"73114.8305"	"120298.2665"	"29333.7618"	"55307.9265"	"91726.7575"	"153461.1035"	"78628.60188"	"61295.94"	"125561.6815"	"24396.0385"	"123783.639"	"38768.6795"	"111048.481"	"39587.3665"	"62778.8065"	"124911.631"	"25779.81194"	"135510.4825"	"95613.576"	"86922.9"	"113319.2225"	"81976.6795"	"114499.024"	"71620.87514"	"94640.276"	"38007.17748"	"51158.34367"	"53296.26819"	"25744.90944"	"25625.05846"	"82945.1125"	"39282.1445"	"55728.66357"	"37566.29"	"49766.04374"	"34310.18515"	"51068.28265"	"31504.83523"	"56795.79418"	"63313.9805"
"CHEBI:17553"	"C2H8NO4P"	"NCCOP(O)(O)=O"	"InChI=1S/C2H8NO4P/c3-1-2-7-8(4,5)6/h1-3H2,(H2,4,5,6)"	"Ethanolaminephosphate"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"125683.918"	"11227.9765"	"13053.80583"	"18198.2525"	"12624.56117"	"189911.585"	"152664.6185"	"28885.7005"	"21781.426"	"8281.238"	"49309.124"	"30387.6405"	"13862.921"	"5653.987"	"776.3085"	"9729.972322"	"833.6295"	"14268.214"	"113852.544"	"1906.9875"	"15092.612"	"270702.6402"	"9138.145782"	"83776.4465"	"5901.535219"	"5501.969028"	"69397.7665"	"15764.831"	"83244.825"	"70645.51"	"58185.39498"	"74517.6635"	"53656.264"	"90592.163"	"150630.1975"	"77840.0415"	"21552.37"	"85450.448"	"1273.753709"	"21836.5305"	"16635.7905"	"41810.62302"	"47049.1585"	"8379.026"	"25192.1095"	"527857.4285"	"20287.2765"	"16245.1165"	"5818.548206"	"58391.8465"	"6248.063603"	"25078.894"	"11400.41093"	"100453.0485"	"788.832"	"9166.1135"	"95556.824"	"8369.501446"	"133324.6195"	"16877.4115"	"114506.0385"	"17033.197"	"4627.074857"	"105051.987"	"4340.621"	"86307.6865"	"8874.677811"	"98409.222"	"7406.1775"	"237705.2335"	"100069.5185"	"1644.960051"	"91929.776"	"17519.131"	"30443.6835"	"76974.8005"	"64892.6955"	"79589.859"	"55220.848"	"290719.061"	"19731.6565"	"16678.26331"	"17314.851"	"17847.657"	"27140.4615"	"12498.0095"	"6414.0075"	"8783.148"	"11833.3285"	"4289.8435"	"36842.451"	"46329.911"	"15510.6725"	"24545.0315"	"16548.3905"
"CHEBI:17053"	"C4H7NO4"	"N[C@@H](CC(O)=O)C(O)=O"	"InChI=1S/C4H7NO4/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H,6,7)(H,8,9)/t2-/m0/s1"	"L-Aspartate"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"57319.08946"	"50603.5825"	"32476.34984"	"46429.396"	"46295.771"	"150500.1929"	"38813.8125"	"29298.17276"	"21874.125"	"19253.8"	"46204.621"	"32222.353"	"29099.9634"	"49375.5735"	"3744.324"	"60892.7565"	"3457.8275"	"19718.4625"	"29754.16731"	"5713.541"	"43526.5115"	"22192.06025"	"35164.9765"	"327101.2515"	"30726.57679"	"34627.88699"	"84518.6595"	"51034.412"	"56605.70549"	"55388.234"	"40783.048"	"51519.9885"	"75881.1925"	"46599.14749"	"60090.3925"	"48382.8215"	"24026.34577"	"62852.0155"	"14022.35741"	"60784.1645"	"27242.85757"	"37102.0765"	"45960.934"	"40565.1765"	"27556.58652"	"67302.14"	"39616.127"	"46269.0205"	"16169.53945"	"16668.753"	"29041.642"	"35499.6965"	"29801.899"	"67277.8925"	"2796.0515"	"15798.5675"	"68062.421"	"19860.29373"	"86662.501"	"31097.928"	"64891.86147"	"18844.575"	"32990.7975"	"62474.4995"	"11970.187"	"64376.0585"	"22479.35588"	"56337.381"	"45621.822"	"44029.86023"	"71238.9095"	"42630.01138"	"70647.705"	"21646.16"	"40757.044"	"68043.1565"	"25552.39263"	"64210.3635"	"53241.31792"	"59789.4785"	"17225.0695"	"21709.77"	"23760.684"	"23947.966"	"61397.729"	"42825.77779"	"17251.9655"	"23421.638"	"16227.2415"	"31935.4155"	"20162.1956"	"32964.031"	"33562.9345"	"39517.575"	"27903.349"
"CHEBI:18050"	"C5H10N2O3"	"N[C@@H](CCC(N)=O)C(O)=O"	"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1"	"L-Glutamine"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"1.864468825E7"	"1.121812605E7"	"5171413.377"	"1.061992618E7"	"1.403204109E7"	"1.612524824E7"	"1.034752377E7"	"6076618.519"	"8417495.536"	"8258179.908"	"5630209.989"	"7647142.33"	"8712388.151"	"7316379.499"	"66950.2975"	"6905788.879"	"37704.9935"	"7978012.992"	"8500781.507"	"21939.9965"	"1.472091045E7"	"1.043910777E7"	"3210152.428"	"5058239.092"	"5027766.037"	"4492432.575"	"4.98127785E7"	"1.047056315E7"	"1.477565917E7"	"1.403388425E7"	"1.271299837E7"	"1.359390895E7"	"1.764467867E7"	"1.410970629E7"	"1.73978533E7"	"1.450439053E7"	"5516422.583"	"1.252581094E7"	"2255334.697"	"7763792.012"	"6906326.099"	"1.01012448E7"	"1.157306923E7"	"6616015.796"	"6145771.762"	"1.175876116E7"	"1.299136373E7"	"5935594.286"	"7971488.084"	"7374877.112"	"4719266.871"	"8624873.597"	"4818442.527"	"1.718645207E7"	"33363.551"	"1.020909973E7"	"1.683505218E7"	"1.794208569E7"	"1.334194382E7"	"7106990.471"	"1.803360615E7"	"1.144386839E7"	"3938124.016"	"1.62746857E7"	"4870617.851"	"1.583378618E7"	"5471054.222"	"1.71630054E7"	"1.751225157E7"	"1.124929599E7"	"1.496702119E7"	"1.105090492E7"	"1.535191781E7"	"1.301168574E7"	"1.086427046E7"	"1.614841886E7"	"2.015530429E7"	"1.574044411E7"	"3.42821364E7"	"4.015084733E7"	"7251347.923"	"7530432.938"	"9311251.562"	"8897853.318"	"1.350176157E7"	"8404041.34"	"2970010.521"	"4457200.247"	"4479598.218"	"7794001.318"	"7416597.69"	"6024203.421"	"9602418.033"	"1.35890209E7"	"8937554.056"
"CHEBI:15428"	"C2H5NO2"	"NCC(O)=O"	"InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)"	"Glycine"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"1388246.458"	"3395635.254"	"773993.8335"	"2409119.363"	"4173721.191"	"736053.114"	"395894.742"	"419980.5543"	"641750.8177"	"589426.7786"	"298259.7905"	"326900.5459"	"601163.5275"	"1306101.202"	"7443.621"	"988077.5929"	"4243.1855"	"593097.4455"	"748914.0115"	"6223.559"	"1524013.781"	"381998.1238"	"444400.2905"	"683708.4347"	"643052.147"	"278450.5295"	"1588641.095"	"675327.881"	"1205899.6"	"1245132.416"	"980886.3204"	"1016886.626"	"2162553.084"	"1212548.3"	"1925841.702"	"1236862.565"	"878985.5325"	"1256140.572"	"529328.4095"	"801636.583"	"1354730.101"	"654925.236"	"882174.403"	"772501.1779"	"566176.3865"	"320961.9328"	"788794.4945"	"520499.7075"	"1607810.653"	"335578.4705"	"2175357.445"	"401750.3081"	"736534.838"	"1334494.277"	"4435.925"	"1025681.242"	"1352757.836"	"2820710.753"	"1112543.071"	"863074.318"	"1203764.053"	"1034888.323"	"330070.319"	"1150386.478"	"457680.358"	"1379434.351"	"406950.5815"	"1360225.335"	"1471925.336"	"789457.4537"	"1329133.881"	"741396.3745"	"1214130.324"	"938943.5025"	"1388554.962"	"1187023.359"	"2532014.116"	"1249943.628"	"2821687.839"	"2180599.65"	"680627.4108"	"296034.8569"	"703273.867"	"519848.583"	"946229.1931"	"582680.738"	"389683.5265"	"548992.9155"	"765271.975"	"509176.5522"	"594150.3185"	"313339.731"	"550497.9795"	"1265788.502"	"311548.6895"
"CHEBI:17549"	"C5H9NO3"	"NCC(=O)CCC(O)=O"	"InChI=1S/C5H9NO3/c6-3-4(7)1-2-5(8)9/h1-3,6H2,(H,8,9)"	"5-Aminolevulinate"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"7.071683259E7"	"1.797972944E8"	"100477805"	"1.335724155E8"	"1.345059943E8"	"1.060867226E8"	"1.474827571E7"	"1.323594417E7"	"6446125.501"	"9091025.843"	"8881543.777"	"1.26731696E7"	"8594631.054"	"8466498.003"	"254848.1525"	"9032017.24"	"302962.1237"	"1.189353365E7"	"2.073825758E8"	"85913.292"	"5634280.739"	"1.265530987E8"	"4971324.839"	"1.048371315E7"	"4581341.981"	"5459952.266"	"1.523323377E8"	"4.616105026E7"	"8.68617603E7"	"8.171758987E7"	"8.042515909E7"	"7.544436762E7"	"5.840210374E7"	"8.374595151E7"	"2.244333468E8"	"7.998966376E7"	"4918434.69"	"7.876306718E7"	"1102667.168"	"9589256.649"	"2786329.016"	"1.013890489E7"	"7659832.543"	"3601296.272"	"5799027.696"	"1.963554629E7"	"3.315241129E7"	"1.56019103E7"	"4397249.737"	"7968565.795"	"4791441.367"	"6591711.973"	"4874430.13"	"7.212397644E7"	"694161.8595"	"4769112.57"	"7.451638426E7"	"2918866.934"	"3.353053757E7"	"1.397429724E8"	"7.492127379E7"	"6392173.742"	"1.465743288E8"	"7.461130081E7"	"1.455926338E7"	"7.679138696E7"	"5304697.923"	"7.529385722E7"	"3788238.53"	"1.693331044E7"	"7.456996932E7"	"6.715360944E7"	"7.882122584E7"	"4.361621858E7"	"1.992532664E8"	"7.520201195E7"	"2.308465238E8"	"7.349905553E7"	"1.744244474E8"	"1.180256467E8"	"4461406.933"	"1.075680837E7"	"6311504.558"	"7968625.002"	"134562076"	"3.466619484E7"	"4740559.872"	"6234590.675"	"5021763.504"	"9336032.461"	"6416202.963"	"1.050686869E7"	"9413859.149"	"2.936760414E7"	"7863894.36"
"CHEBI:16919"	"C4H9N3O2"	"CN(CC(O)=O)C(N)=N"	"InChI=1S/C4H9N3O2/c1-7(4(5)6)2-3(8)9/h2H2,1H3,(H3,5,6)(H,8,9)"	"Creatine"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"7.071683259E7"	"1.797972944E8"	"100477805"	"1.335724155E8"	"1.345059943E8"	"1.060867226E8"	"1.474827571E7"	"1.323594417E7"	"6446125.501"	"9091025.843"	"8881543.777"	"1.26731696E7"	"8594631.054"	"8466498.003"	"254848.1525"	"9032017.24"	"302962.1237"	"1.189353365E7"	"2.073825758E8"	"85913.292"	"5634280.739"	"1.265530987E8"	"4971324.839"	"1.048371315E7"	"4581341.981"	"5459952.266"	"1.523323377E8"	"4.616105026E7"	"8.68617603E7"	"8.171758987E7"	"8.042515909E7"	"7.544436762E7"	"5.840210374E7"	"8.374595151E7"	"2.244333468E8"	"7.998966376E7"	"4918434.69"	"7.876306718E7"	"1102667.168"	"9589256.649"	"2786329.016"	"1.013890489E7"	"7659832.543"	"3601296.272"	"5799027.696"	"1.963554629E7"	"3.315241129E7"	"1.56019103E7"	"4397249.737"	"7968565.795"	"4791441.367"	"6591711.973"	"4874430.13"	"7.212397644E7"	"694161.8595"	"4769112.57"	"7.451638426E7"	"2918866.934"	"3.353053757E7"	"1.397429724E8"	"7.492127379E7"	"6392173.742"	"1.465743288E8"	"7.461130081E7"	"1.455926338E7"	"7.679138696E7"	"5304697.923"	"7.529385722E7"	"3788238.53"	"1.693331044E7"	"7.456996932E7"	"6.715360944E7"	"7.882122584E7"	"4.361621858E7"	"1.992532664E8"	"7.520201195E7"	"2.308465238E8"	"7.349905553E7"	"1.744244474E8"	"1.180256467E8"	"4461406.933"	"1.075680837E7"	"6311504.558"	"7968625.002"	"134562076"	"3.466619484E7"	"4740559.872"	"6234590.675"	"5021763.504"	"9336032.461"	"6416202.963"	"1.050686869E7"	"9413859.149"	"2.936760414E7"	"7863894.36"
"CHEBI:15603"	"C6H13NO2"	"CC(C)C[C@H](N)C(O)=O"	"InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t5-/m0/s1"	"L-Leucine"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"2.635127121E7"	"1.217837753E7"	"1.023461779E7"	"1.299961583E7"	"1.690098474E7"	"6.186026103E7"	"1.132152148E7"	"8321745.094"	"8697169.619"	"3250726.884"	"6285891.148"	"7396906.641"	"5632070.2"	"1.189344247E7"	"132043.098"	"1.06443978E7"	"145237.729"	"8289157.237"	"1.117004339E7"	"142047.262"	"1.446225675E7"	"2.034026466E7"	"7971748.979"	"7.217003447E7"	"1.261972484E7"	"6755164.17"	"2.699120366E7"	"1.140522637E7"	"2.507203773E7"	"2.266790757E7"	"2.284794717E7"	"2.276480222E7"	"1.845659925E7"	"2.30993192E7"	"1.50458841E7"	"2.415022076E7"	"12041783"	"2.291289909E7"	"3041503.892"	"1.119269776E7"	"1.396761622E7"	"6840568.365"	"5755729.408"	"4255568.732"	"9782167.788"	"5.135096071E7"	"4207733.484"	"5134511.783"	"7635345.37"	"4841435.829"	"1.405656158E7"	"4450725.14"	"8044857.409"	"2.490737535E7"	"126028.1645"	"1.109093929E7"	"2.460108569E7"	"1.450208109E7"	"6.23082831E7"	"7402295.285"	"2.719560573E7"	"1.611962901E7"	"4929186.999"	"2.392968892E7"	"4094825.804"	"2.438873976E7"	"5840612.578"	"2.470156472E7"	"2.163138234E7"	"3.664741721E7"	"2.354451107E7"	"4125792.17"	"2.492713308E7"	"7396534.648"	"8116515.929"	"2.385369103E7"	"1.705952834E7"	"2.358736756E7"	"2.288338387E7"	"7.638938881E7"	"4785048.231"	"5328179.799"	"5961983.112"	"6516355.369"	"5247215.078"	"1.132655488E7"	"3746363.58"	"6154848.949"	"5012198.694"	"4606913.384"	"5090728.285"	"5035318.113"	"7782934.171"	"7716558.631"	"3801018.87"
"CHEBI:17191"	"C6H13NO2"	"CC[C@H](C)[C@H](N)C(O)=O"	"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1"	"L-Isoleucine"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"2.635127121E7"	"1.217837753E7"	"1.023461779E7"	"1.299961583E7"	"1.690098474E7"	"6.186026103E7"	"1.132152148E7"	"8321745.094"	"8697169.619"	"3250726.884"	"6285891.148"	"7396906.641"	"5632070.2"	"1.189344247E7"	"132043.098"	"1.06443978E7"	"145237.729"	"8289157.237"	"1.117004339E7"	"142047.262"	"1.446225675E7"	"2.034026466E7"	"7971748.979"	"7.217003447E7"	"1.261972484E7"	"6755164.17"	"2.699120366E7"	"1.140522637E7"	"2.507203773E7"	"2.266790757E7"	"2.284794717E7"	"2.276480222E7"	"1.845659925E7"	"2.30993192E7"	"1.50458841E7"	"2.415022076E7"	"12041783"	"2.291289909E7"	"3041503.892"	"1.119269776E7"	"1.396761622E7"	"6840568.365"	"5755729.408"	"4255568.732"	"9782167.788"	"5.135096071E7"	"4207733.484"	"5134511.783"	"7635345.37"	"4841435.829"	"1.405656158E7"	"4450725.14"	"8044857.409"	"2.490737535E7"	"126028.1645"	"1.109093929E7"	"2.460108569E7"	"1.450208109E7"	"6.23082831E7"	"7402295.285"	"2.719560573E7"	"1.611962901E7"	"4929186.999"	"2.392968892E7"	"4094825.804"	"2.438873976E7"	"5840612.578"	"2.470156472E7"	"2.163138234E7"	"3.664741721E7"	"2.354451107E7"	"4125792.17"	"2.492713308E7"	"7396534.648"	"8116515.929"	"2.385369103E7"	"1.705952834E7"	"2.358736756E7"	"2.288338387E7"	"7.638938881E7"	"4785048.231"	"5328179.799"	"5961983.112"	"6516355.369"	"5247215.078"	"1.132655488E7"	"3746363.58"	"6154848.949"	"5012198.694"	"4606913.384"	"5090728.285"	"5035318.113"	"7782934.171"	"7716558.631"	"3801018.87"
"CHEBI:22359"	"C6H13NO2"	""	""	"Alloisoleucine"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"2.635127121E7"	"1.217837753E7"	"1.023461779E7"	"1.299961583E7"	"1.690098474E7"	"6.186026103E7"	"1.132152148E7"	"8321745.094"	"8697169.619"	"3250726.884"	"6285891.148"	"7396906.641"	"5632070.2"	"1.189344247E7"	"132043.098"	"1.06443978E7"	"145237.729"	"8289157.237"	"1.117004339E7"	"142047.262"	"1.446225675E7"	"2.034026466E7"	"7971748.979"	"7.217003447E7"	"1.261972484E7"	"6755164.17"	"2.699120366E7"	"1.140522637E7"	"2.507203773E7"	"2.266790757E7"	"2.284794717E7"	"2.276480222E7"	"1.845659925E7"	"2.30993192E7"	"1.50458841E7"	"2.415022076E7"	"12041783"	"2.291289909E7"	"3041503.892"	"1.119269776E7"	"1.396761622E7"	"6840568.365"	"5755729.408"	"4255568.732"	"9782167.788"	"5.135096071E7"	"4207733.484"	"5134511.783"	"7635345.37"	"4841435.829"	"1.405656158E7"	"4450725.14"	"8044857.409"	"2.490737535E7"	"126028.1645"	"1.109093929E7"	"2.460108569E7"	"1.450208109E7"	"6.23082831E7"	"7402295.285"	"2.719560573E7"	"1.611962901E7"	"4929186.999"	"2.392968892E7"	"4094825.804"	"2.438873976E7"	"5840612.578"	"2.470156472E7"	"2.163138234E7"	"3.664741721E7"	"2.354451107E7"	"4125792.17"	"2.492713308E7"	"7396534.648"	"8116515.929"	"2.385369103E7"	"1.705952834E7"	"2.358736756E7"	"2.288338387E7"	"7.638938881E7"	"4785048.231"	"5328179.799"	"5961983.112"	"6516355.369"	"5247215.078"	"1.132655488E7"	"3746363.58"	"6154848.949"	"5012198.694"	"4606913.384"	"5090728.285"	"5035318.113"	"7782934.171"	"7716558.631"	"3801018.87"
